"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM"
NA,24,"CV19239895MR",487,"INC","S","757  W 1st ST ","CLAREMONT",NA,"3.00 (0 0 0 0)",1450,"$451.72",655000,640000,"$310.00","32,006",2004,63,1,2020-03-05,34.0945822,-117.7189063,NA,1,2337.98,2337.98,2221.081,26652.972,"<50",1.18,10030,10030,1385.24766666667,16622.972,640000,0.02597339375,2.597339375,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,3,1,24.0123315328587
NA,11,"CV19247986MR",1795,"INC","S","1024  W Pine ST ","UPLAND",NA,"7.00 (0 0 0 0)",3732,"$304.13",1135000,975000,"","7,800",1970,67,4,2020-01-22,34.109543,-117.6662284,NA,4,1696.13,6784.52,6445.294,77343.528,"<50",1.18,10030,40120,3101.96066666667,37223.528,975000,0.0381779774358974,3.81779774358974,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2020,1,1,12.6060967893784
NA,12,"CV19248721MR",1543,"INC","S","560  W Vesta ST ","ONTARIO",NA,"2.00 (0 0 0 0)",4352,"$289.52",1260000,1290000,"","16,011",1948,13,7,2019-12-17,34.0652601,-117.6579682,NA,7,1541.26,10788.82,10249.379,122992.548,"<50",1.18,10030,70210,4398.54566666667,52782.548,1290000,0.040916703875969,4.0916703875969,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,12,4,10.488440324043
NA,7,"CV19249164MR",1543,"INC","S","619  W Nevada ST ","ONTARIO",NA,"3.00 (0 0 0 0)",1860,"$348.92",649000,625000,"$0.00","6,966",1977,11,3,2019-12-22,34.0567337,-117.6587766,NA,3,1688.71,5066.13,4812.8235,57753.882,"<50",1.18,10030,30090,2305.3235,27663.882,625000,0.0442622112,4.42622112,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,12,4,10.8217833737999
NA,4,"CV19249886MR",469,"INC","S","841  N Gibbs ST ","POMONA",NA,"3.00 (0 0 0 0)",2121,"$240.45",510000,521000,"","7,526",1922,6,3,2019-12-05,34.066045,-117.748354,NA,3,1589.64,4768.92,4530.474,54365.688,"<50",1.18,10030,30090,2022.974,24275.688,521000,0.0465944107485605,4.65944107485605,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,12,4,9.58325037659783
NA,23,"CV19254298MR",1795,"INC","S","262  S 1st AVE ","UPLAND",NA,"2.00 (0 0 0 0)",1668,"$356.71",595000,580000,"$0.00","7,000",1947,7,2,2019-11-29,34.0913602,-117.6496255,NA,2,1610.85,3221.7,3060.615,36727.38,"<50",1.18,10030,20060,1388.94833333333,16667.38,580000,0.0287368620689655,2.87368620689655,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,11,4,15.7920330826757
NA,5,"CV19255040MR",469,"INC","S","1379  S Gibbs ST ","POMONA",NA,"4.00 (0 0 0 0)",3360,"$230.65",775000,750000,"","19,852",1958,13,3,2019-12-20,34.0464346,-117.7476375,NA,3,1738.25,5214.75,4954.0125,59448.15,"<50",1.18,10030,30090,2446.5125,29358.15,750000,0.0391442,3.91442,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,12,4,12.6160359910275
NA,39,"CV19256051MR",487,"INC","S","471   Harrison AVE ","CLAREMONT",NA,"4.00 (0 0 0 0)",1737,"$515.26",895000,925000,"","9,688",1927,5,2,2019-12-20,34.0984741,-117.7200181,NA,2,1738.87,3477.74,3303.853,39646.236,"<50",1.18,10030,20060,1632.18633333333,19586.236,925000,0.0211743091891892,2.11743091891892,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,12,4,23.3313447460687
NA,4,"CV19256097MR",1795,"INC","S","1064  W Pine ST ","UPLAND",NA,"6.00 (0 0 0 0)",3732,"$261.25",975000,950000,"","7,800",1971,3,4,2019-12-12,34.1095642,-117.6670102,NA,4,1800.09,7200.36,6840.342,82084.104,"<50",1.18,10030,40120,3497.00866666667,41964.104,950000,0.0441727410526316,4.41727410526316,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2019,12,4,11.5734953993041
NA,23,"CV19258351MR",1795,"INC","S","935   Springfield ST ","UPLAND",NA,"5.00 (0 0 0 0)",4028,"$260.68",1050000,1050000,"$0.00","7,800",1966,109,4,2020-02-25,34.10878,-117.6643162,NA,4,1658.71,6634.84,6303.098,75637.176,"<50",1.18,10030,40120,2959.76466666667,35517.176,1050000,0.0338258819047619,3.38258819047619,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,2,1,13.8820624397717
NA,22,"CV19264930MR",1455,"INC","S","4265   Kingsley ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",3994,"$191.54",765000,765000,"$0.00","7,128",1963,18,4,2020-01-08,34.0667883,-117.7121873,NA,4,1692.27,6769.08,6430.626,77167.512,"<50",1.18,10030,40120,3087.29266666667,37047.512,765000,0.0484281202614379,4.84281202614379,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,1,1,9.91349831260596
NA,35,"CV19272692MR",1543,"INC","S","317  E Ralston ST #A-B","ONTARIO",NA,"4.00 (0 0 0 0)",3521,"$193.13",680000,650000,"$0.00","6,200",1984,7,3,2020-01-07,34.05262,-117.6480602,NA,3,1933.4,5800.2,5510.19,66122.28,"<50",1.18,10030,30090,3002.69,36032.28,650000,0.0554342769230769,5.54342769230769,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,1,1,9.83027203538656
NA,8,"CV19284002MR",469,"INC","S","285  W Center ST ","POMONA",NA,"9.00 (0 0 0 0)",5625,"$264.69",1488888,1420000,"","7,481",1914,60,9,2020-03-09,34.0614535,-117.7532814,NA,9,1578.88,14209.92,13499.424,161993.088,"<50",1.18,10030,90270,5976.924,71723.088,1420000,0.0505092169014085,5.05092169014085,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",9,2020,3,1,8.76580610649264
NA,10,"CV20004958MR",469,"INC","S","2551   Yorkshire WAY ","POMONA",NA,"6.00 (0 0 0 0)",3756,"$206.07",774000,790000,"","9,212",1964,91,3,2020-04-28,34.0915254,-117.7380907,NA,3,1748.83,5246.49,4984.1655,59809.986,"<50",1.18,10030,30090,2476.6655,29719.986,790000,0.037620235443038,3.7620235443038,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,4,2,13.2084966547225
NA,10,"CV20005268MR",469,"INC","S","637  W 9th ST ","POMONA",NA,"2.00 (0 0 0 0)",1604,"$296.13",475000,450000,"","5,128",1960,76,2,2020-04-24,34.05141,-117.7558097,NA,2,1696.33,3392.66,3223.027,38676.324,"<50",1.18,10030,20060,1551.36033333333,18616.324,450000,0.0413696088888889,4.13696088888889,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,4,2,11.6350250866654
NA,12,"CV20018690MR",469,"INC","S","1368  E Kingsley AVE #E","POMONA",NA,"6.00 (0 0 0 0)",4917,"$264.39",1300000,1250000,"$0.00","9,049",1968,15,5,2020-04-02,34.0669191,-117.7226766,NA,5,1706.41,8532.05,8105.4475,97265.37,"<50",1.18,10030,50150,3926.28083333333,47115.37,1250000,0.037692296,3.7692296,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,4,2,12.8514393149381
NA,1,"CV20019988MR",469,"INC","S","259  W Willow ST ","POMONA",4,"3.00 (3 0 0 0)",1771,"$282.33",500000,455000,"$0.00","7,503",1949,2,NA,2020-02-11,34.0803731,-117.7561038,NA,1,1762.78,1762.78,1674.641,20095.692,"<50",1.18,10030,10030,838.807666666667,10065.692,455000,0.0221224,2.21224,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,2,1,22.6416686720716
NA,NA,"CV20041511MR",1543,"INC","S","936  N Laurel AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",1721,"$281.81",485000,485000,"","7,152",1924,8,2,2020-04-27,34.074988,-117.6530071,NA,2,1623.97,3247.94,3085.543,37026.516,"<50",1.18,10030,20060,1413.87633333333,16966.516,485000,0.0349825072164949,3.49825072164949,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,4,2,13.0987209274564
NA,37,"CV20045849MR",1795,"INC","S","294  S Campus AVE ","UPLAND",NA,"2.00 (0 0 0 0)",1757,"$330.05",579900,555750,"","7,800",1948,4,2,2020-04-07,34.0881479,-117.6414698,NA,2,1610.9,3221.8,3060.71,36728.52,"<50",1.18,10030,20060,1389.04333333333,16668.52,555750,0.0299928385065227,2.99928385065227,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,4,2,15.131293065988
NA,50,"CV20045966MR",487,"INC","S","338  W 6th ST ","CLAREMONT",NA,"5.00 (0 0 0 0)",2638,"$491.28",1296000,1150000,"$0.00","10,550",1906,10,3,2020-10-02,34.0996428,-117.7217992,NA,3,1810.67,5432.01,5160.4095,61924.914,"<50",1.18,10030,30090,2652.9095,31834.914,1150000,0.0276825339130435,2.76825339130435,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,10,4,18.5708776277025
NA,1,"CV20049595MR",469,"INC","S","751  S Towne AVE ","POMONA",NA,"4.00 (0 0 0 0)",2360,"$275.42",650000,650000,"","7,442",1954,52,4,2020-08-24,34.0530452,-117.7413287,NA,4,1652.53,6610.12,6279.614,75355.368,"<50",1.18,10030,40120,2936.28066666667,35235.368,650000,0.0542082584615384,5.42082584615384,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,8,3,8.62579557703175
NA,35,"CV20053688MR",487,"INC","S","338  W 6th ST ","CLAREMONT",4,"4.00 (3 1 0 0)",2638,"$491.28",1296000,1150000,"$0.00","10,550",1906,10,NA,2020-10-02,34.0996428,-117.7217992,NA,1,1899.96,1899.96,1804.962,21659.544,"<50",1.18,10030,10030,969.128666666667,11629.544,1150000,0.0101126469565217,1.01126469565217,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,10,4,53.0943772408136
NA,17,"CV20059643MR",1795,"INC","S","807  N 2nd AVE ","UPLAND",NA,"3.00 (0 0 0 0)",2235,"$245.64",549000,550000,"$0.00","8,400",1950,35,2,2020-04-29,34.1036221,-117.648552,NA,2,1680.55,3361.1,3193.045,38316.54,"<50",1.18,10030,20060,1521.37833333333,18256.54,550000,0.0331937090909091,3.31937090909091,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,4,2,14.3541144372639
NA,39,"CV20061849MR",1795,"INC","S","1368  E 9th ST ","UPLAND",NA,"2.00 (0 0 0 0)",1239,"$402.65",498888,477700,"","11,475",1948,75,3,2020-07-28,34.0961696,-117.6474418,NA,3,1558.82,4676.46,4442.637,53311.644,"<50",1.18,10030,30090,1935.137,23221.644,477700,0.0486113544065313,4.86113544065313,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,7,3,8.96051901907208
NA,25,"CV20062163MR",1795,"INC","S","1368  E 9th ST ","UPLAND",4,"2.00 (2 0 0 0)",1239,"$402.65",498888,477700,"$0.00","11,475",1948,75,NA,2020-07-28,34.0961696,-117.6474418,NA,1,1790.28,1790.28,1700.766,20409.192,"<50",1.18,10030,10030,864.932666666667,10379.192,477700,0.0217274272555997,2.17274272555997,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,7,3,23.4061201442958
NA,31,"CV20072519MR",1543,"INC","S","561  W I ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2000,"$249.95",499900,475000,"$0.00","8,712",1941,104,3,2020-07-31,34.0741897,-117.6574629,NA,3,1608.22,4824.66,4583.427,55001.124,"<50",1.18,10030,30090,2075.927,24911.124,475000,0.0524444715789474,5.24444715789474,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,7,3,8.63618714410273
NA,36,"CV20073656MR",1543,"INC","S","1619  S Pleasant AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",2178,"$321.35",699900,699000,"$0.00","6,030",1952,89,2,2020-08-10,34.0442159,-117.6449418,NA,2,1836.54,3673.08,3489.426,41873.112,"<50",1.18,10030,20060,1817.75933333333,21813.112,699000,0.0312061688125894,3.12061688125894,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,8,3,16.6932899565717
NA,35,"CV20074013MR",487,"INC","S","487  W 6th ST ","CLAREMONT",NA,"4.00 (0 0 0 0)",3457,"$390.08",1348500,1348500,"$0.00","9,000",1928,11,2,2020-06-12,34.0996428,-117.7217992,NA,2,2078.34,4156.68,3948.846,47386.152,"<50",1.18,10030,20060,2277.17933333333,27326.152,1348500,0.0202641097515758,2.02641097515758,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,6,2,28.4576810541611
NA,30,"CV20074926MR",469,"INC","S","259  W Willow ST ","POMONA",NA,"3.00 (0 0 0 0)",1771,"$338.79",599990,590000,"","7,503",1949,56,2,2020-05-20,34.0803731,-117.7561038,NA,2,1629.94,3259.88,3096.886,37162.632,"<50",1.18,10030,20060,1425.21933333333,17102.632,590000,0.0289875118644068,2.89875118644068,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,5,2,15.8761629154792
NA,49,"CV20094889MR",1543,"INC","S","324  W H ST ","ONTARIO",7,"3.00 (3 0 0 0)",3894,"$171.80",669000,669000,"$0.00","11,248",1916,57,NA,2020-11-11,34.0725478,-117.6538853,NA,1,1781.1,1781.1,1692.045,20304.54,"<50",1.18,10030,10030,856.211666666666,10274.54,669000,0.0153580568011958,1.53580568011958,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,32.9482962923563
NA,8,"CV20108510MR",469,"INC","S","235  E Franklin AVE ","POMONA",NA,"1.00 (0 0 0 0)",1350,"$406.67",549000,490000,"$0.00","18,116",1957,63,1,2020-09-23,34.0406928,-117.7480016,NA,1,1842.47,1842.47,1750.3465,21004.158,"<50",1.18,10030,10030,914.513166666667,10974.158,490000,0.0223962408163265,2.23962408163265,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2020,9,3,23.3287142479122
NA,25,"CV20115883MR",487,"INC","S","1120  N College AVE ","CLAREMONT",9,"7.00 (7 0 0 0)",5056,"$365.90",1850000,1800000,"$0.00","15,000",1905,2,NA,2020-07-10,34.104677,-117.71483,NA,1,1887.67,1887.67,1793.2865,21519.438,"<50",1.18,10030,10030,957.453166666667,11489.438,1800000,0.00638302111111111,0.638302111111111,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2020,7,3,83.6453070939864
NA,25,"CV20115920MR",487,"INC","S","1120  N College AVE ","CLAREMONT",NA,"9.00 (0 0 0 0)",5056,"$365.90",1850000,1800000,"$0.00","15,000",1905,2,3,2020-07-10,34.104677,-117.71483,NA,3,2095.76,6287.28,5972.916,71674.992,"<50",1.18,10030,30090,3465.416,41584.992,1800000,0.0231027733333333,2.31027733333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",9,2020,7,3,25.1133617147805
NA,34,"CV20120766MR",469,"INC","S","1180  N White AVE ","POMONA",3,"2.00 (0 0 0 0)",2231,"$336.17",750000,660000,"$0.00","11,453",1946,27,2,2020-08-07,34.0691727,-117.7590325,NA,2,1538.87,3077.74,2923.853,35086.236,"<50",1.18,10030,20060,1252.18633333333,15026.236,660000,0.0227670242424242,2.27670242424242,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,8,3,18.8107952075566
NA,65,"CV20136647MR",1543,"INC","S","542  W BELMONT ST ","ONTARIO",NA,"3.00 (0 0 0 0)",1746,"$323.60",565000,575000,"$0.00","7,700",1960,9,2,2020-09-11,34.051525,-117.6569014,NA,2,1670.48,3340.96,3173.912,38086.944,"<50",1.18,10030,20060,1502.24533333333,18026.944,575000,0.0313512069565217,3.13512069565217,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,9,3,15.0970369268797
NA,24,"CV20149613MR",1543,"INC","S","329  W Ralston ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1436,"$347.49",498999,525500,"$0.00","8,586",1945,74,2,2021-04-01,34.05244,-117.6539522,NA,2,1737.75,3475.5,3301.725,39620.7,"<50",1.18,10030,20060,1630.05833333333,19560.7,525500,0.0372230256898192,3.72230256898192,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,4,2,13.2632689477975
NA,23,"CV20150984MR",1543,"INC","S","540  W D ST ","ONTARIO",NA,"1.00 (0 0 0 0)",6264,"$263.41",1650000,1625000,"","22,572",1961,184,7,2021-04-15,34.0670805,-117.6571637,NA,7,1796.23,12573.61,11944.9295,143339.154,"<50",1.18,10030,70210,6094.09616666667,73129.154,1625000,0.0450025563076923,4.50025563076923,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2021,4,2,11.3367489248611
NA,16,"CV20160414MR",1543,"INC","S","1215  S Bonita CT #4","ONTARIO",NA,"1.00 (0 0 0 0)",3053,"$266.92",814900,775000,"$0.00","10,800",1962,75,4,2020-11-23,34.0505246,-117.656979,NA,4,1646.04,6584.16,6254.952,75059.424,"<50",1.18,10030,40120,2911.61866666667,34939.424,775000,0.0450831277419355,4.50831277419355,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2020,11,4,10.3251525084978
NA,13,"CV20160963MR",1543,"INC","S","423  W I ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2015,"$322.08",649000,650000,"","9,408",1953,62,3,2020-11-19,34.0741961,-117.6552261,NA,3,1619.98,4859.94,4616.943,55403.316,"<50",1.18,10030,30090,2109.443,25313.316,650000,0.0389435630769231,3.89435630769231,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,11.7321497507478
NA,11,"CV20169274MR",1455,"INC","S","10382   Lehigh AVE ","MONTCLAIR",NA,"2.00 (0 0 0 0)",1800,"$297.22",535000,530000,"","7,254",1962,83,2,2021-01-21,34.0654579,-117.709907,NA,2,1768.11,3536.22,3359.409,40312.908,"<50",1.18,10030,20060,1687.74233333333,20252.908,530000,0.0382130339622641,3.82130339622641,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,13.1471537602795
NA,17,"CV20170034MR",1543,"INC","S","1024  W El Morado CT ","ONTARIO",NA,"4.00 (0 0 0 0)",2674,"$243.08",650000,640000,"","8,320",1962,40,3,2020-11-17,34.0715951,-117.6673829,NA,3,1704.34,5113.02,4857.369,58288.428,"<50",1.18,10030,30090,2349.869,28198.428,640000,0.04406004375,4.406004375,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,11,4,10.9798809465234
NA,12,"CV20171955MR",1455,"INC","S","10382   Lehigh AVE ","MONTCLAIR",4,"2.00 (2 0 0 0)",1800,"$297.22",535000,530000,"$0.00","7,254",1962,75,NA,2021-01-21,34.0654579,-117.709907,NA,1,1862.58,1862.58,1769.451,21233.412,"<50",1.18,10030,10030,933.617666666666,11203.412,530000,0.0211385132075472,2.11385132075472,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,24.9606610562636
NA,1,"CV20183110MR",469,"INC","S","2417   HIGHLAND PNES ","POMONA",NA,"3.00 (0 0 0 0)",1561,"$304.29",475000,460000,"","4,495",1991,63,1,2021-02-18,NA,NA,NA,1,2198.09,2198.09,2088.1855,25058.226,"<50",1.18,10030,10030,1252.35216666667,15028.226,460000,0.0326700565217391,3.26700565217391,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,18.3572452415426
NA,16,"CV20187741MR",1455,"INC","S","4385   Kingsley ST ","MONTCLAIR",NA,"6.00 (0 0 0 0)",2560,"$253.87",649900,625000,"$0.00","7,062",1978,16,2,2020-11-14,34.0669304,-117.7101358,NA,2,1995.98,3991.96,3792.362,45508.344,"<50",1.18,10030,20060,2120.69533333333,25448.344,625000,0.0407173504,4.07173504,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,11,4,13.7337451786864
NA,25,"CV20191750MR",469,"INC","S","404   Chester PL ","POMONA",NA,"3.00 (0 0 0 0)",1729,"$341.18",589900,620000,"$0.00","6,538",1938,13,3,2020-10-28,34.0659203,-117.7566877,NA,3,1641.35,4924.05,4677.8475,56134.17,"<50",1.18,10030,30090,2170.3475,26044.17,620000,0.0420067258064516,4.20067258064516,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,10,4,11.0449660162429
NA,8,"CV20194718MR",469,"INC","S","3844  E 9th ST ","POMONA",NA,"6.00 (0 0 0 0)",3000,"$331.67",995000,950000,"","13,720",1944,16,6,2020-11-12,34.0522531,-117.7213005,NA,6,1599.59,9597.54,9117.663,109411.956,"<50",1.18,10030,60180,4102.663,49231.956,950000,0.0518231115789473,5.18231115789473,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,11,4,8.68278051806331
NA,6,"CV20194737MR",1543,"INC","S","527  S Laurel AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",1928,"$337.14",650000,625000,"","6,480",1909,8,3,2020-11-06,34.0586269,-117.652265,NA,3,1631.85,4895.55,4650.7725,55809.27,"<50",1.18,10030,30090,2143.2725,25719.27,625000,0.041150832,4.1150832,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,11.1988563907036
NA,29,"CV20208912MR",469,"INC","S","894   Washington AVE ","POMONA",NA,"2.00 (0 0 0 0)",1327,"$391.86",520000,495000,"$0.00","6,770",1946,56,2,2021-01-04,34.0676098,-117.7313503,NA,2,1689.31,3378.62,3209.689,38516.268,"<50",1.18,10030,20060,1538.02233333333,18456.268,495000,0.0372853898989899,3.72853898989899,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,12.8517124244748
NA,41,"CV20209786MR",1795,"INC","S","1509   Corte Hacienda  ","UPLAND",NA,"3.00 (0 0 0 0)",1522,"$239.82",365000,367000,"$275.00","1,522",1982,7,1,2020-11-07,34.0993182,-117.6792312,NA,1,2153.28,2153.28,2045.616,24547.392,"<50",1.18,10030,10030,1209.78266666667,14517.392,367000,0.0395569264305177,3.95569264305177,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,14.9506717454954
NA,31,"CV20214478MR",469,"INC","S","1191 1193 W 10th ST ","POMONA",NA,"2.00 (0 0 0 0)",1570,"$382.10",599900,614000,"","7,000",1961,3,2,2020-12-10,NA,NA,NA,2,1662.51,3325.02,3158.769,37905.228,"<50",1.18,10030,20060,1487.10233333333,17845.228,614000,0.0290638892508143,2.90638892508143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,12,4,16.1982932802831
NA,8,"CV20215693MR",1543,"INC","S","403  E Acacia ST ","ONTARIO",NA,"9.00 (0 0 0 0)",5180,"$337.84",1750000,1750000,"","23,850",1950,9,9,2020-12-28,34.0493441,-117.6472408,NA,9,1647.94,14831.46,14089.887,169078.644,"<50",1.18,10030,90270,6567.387,78808.644,1750000,0.0450335108571429,4.50335108571429,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",9,2020,12,4,10.3502131233085
NA,5,"CV20219417MR",1795,"INC","S","969   Springfield ST ","UPLAND",NA,"7.00 (0 0 0 0)",4028,"$270.11",1088000,1030000,"$0.00","7,800",1966,33,4,2021-02-12,34.10878,-117.6649244,NA,4,1809.71,7238.84,6876.898,82522.776,"<50",1.18,10030,40120,3533.56466666667,42402.776,1030000,0.0411677436893204,4.11677436893204,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2021,2,1,12.4814027099622
NA,12,"CV20219664MR",1795,"INC","S","910  W Pine ST ","UPLAND",NA,"477.00 (0 0 0 0)",4028,"$273.09",1100000,1050000,"$0.00","8,820",1967,5,4,2020-12-24,34.1091099,-117.6625804,NA,4,1778.21,7112.84,6757.198,81086.376,"<50",1.18,10030,40120,3413.86466666667,40966.376,1050000,0.0390155961904762,3.90155961904762,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",477,2020,12,4,12.9491543684231
NA,12,"CV20220446MR",1543,"INC","S","324  W Park ST ","ONTARIO",NA,"5.00 (0 0 0 0)",4360,"$309.63",1350000,1400000,"","10,220",1963,14,5,2020-12-14,34.05906,-117.6537835,NA,5,1702.6,8513,8087.35,97048.2,"<50",1.18,10030,50150,3908.18333333333,46898.2,1400000,0.0334987142857143,3.34987142857143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,12,4,14.4258213959661
NA,52,"CV20227809MR",1543,"INC","S","321  E F ST ","ONTARIO",6,"3.00 (3 0 0 0)",2348,"$313.03",735000,707300,"$0.00","8,554",1953,59,NA,2021-02-04,34.0695345,-117.6481142,NA,1,1843.11,1843.11,1750.9545,21011.454,"<50",1.18,10030,10030,915.121166666666,10981.454,707300,0.0155258786936236,1.55258786936236,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,33.6625918415737
NA,53,"CV20228160MR",1543,"INC","S","321  E F ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2348,"$313.03",735000,707300,"$0.00","8,554",1953,59,3,2021-02-04,34.0695345,-117.6481142,NA,3,1722.97,5168.91,4910.4645,58925.574,"<50",1.18,10030,30090,2402.9645,28835.574,707300,0.0407685197228899,4.07685197228899,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,12.0032772188184
NA,30,"CV20231677MR",1543,"INC","S","323  E Ralston ST ","ONTARIO",NA,"2.00 (0 0 0 0)",2034,"$285.15",580000,595000,"$0.00","6,200",1981,8,2,2021-01-30,34.0526204,-117.6479984,NA,2,1953.09,3906.18,3710.871,44530.452,"<50",1.18,10030,20060,2039.20433333333,24470.452,595000,0.0411268100840336,4.11268100840336,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,13.3616429494136
NA,11,"CV20234015MR",1543,"INC","S","947  E 6th ST ","ONTARIO",NA,"1.00 (0 0 0 0)",1424,"$431.88",615000,585000,"$0.00","22,248",1947,45,1,2021-01-22,34.0853262,-117.6349514,NA,1,1837.31,1837.31,1745.4445,20945.334,"<50",1.18,10030,10030,909.611166666667,10915.334,585000,0.0186586905982906,1.86586905982906,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2021,1,1,27.9298482420954
